Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-08-02,8696,Inverter 3.5kVA,Site Inspection,4,392172,Kano,Ada,No,POS,1568688,
2024-05-07,5299,Battery 200Ah,Maintenance,4,395581,Kano,Stella,No,Online Gateway,1582324,
2024-11-05,7071,Charge Controller,Product Purchase,6,92113,Enugu,Grace,No,Transfer,552678,
2024-09-04,5112,Solar Panel 300W,Site Inspection,7,39517,Ibadan,Tunde,Yes,Cash,276619,2024-09-09
2024-01-29,8881,Inverter 3.5kVA,Maintenance,7,260660,Enugu,Ada,Yes,Transfer,1824620,2024-02-07
2024-10-06,9401,Solar Panel 500W,Product Purchase,8,224847,Ibadan,Grace,Yes,POS,1798776,2024-10-10
2024-12-03,1498,Solar Panel 500W,Site Inspection,3,167458,Lagos,Tunde,No,Transfer,502374,
2024-11-14,9620,Solar Panel 500W,Repair,5,127047,Abuja,Ada,No,Transfer,635235,
2024-07-20,8245,Accessories,Product Purchase,6,173037,Lagos,Ada,Yes,Cash,1038222,2024-07-27
2024-12-26,3105,Solar Panel 500W,Product Purchase,6,163283,Enugu,Michael,Yes,Cash,979698,2024-12-28
2024-02-26,6327,Inverter 3.5kVA,Maintenance,8,222526,Enugu,Tunde,Yes,POS,1780208,2024-02-27
2024-08-05,6630,Accessories,Site Inspection,5,336669,Abuja,Grace,Yes,Transfer,1683345,2024-08-09
2024-03-02,4206,Charge Controller,Repair,5,118453,Ibadan,Tunde,Yes,Transfer,592265,2024-03-05
2024-06-05,8137,Solar Panel 500W,Maintenance,1,71170,Kano,Ada,Yes,Cash,71170,2024-06-15
2024-07-20,3569,Solar Panel 500W,Product Purchase,1,216699,Lagos,Stella,No,Transfer,216699,
2024-01-17,3628,Accessories,Maintenance,6,392216,Abuja,Stella,No,POS,2353296,
2024-11-17,7764,Solar Panel 500W,Maintenance,5,335085,Port Harcourt,Tunde,Yes,Cash,1675425,2024-11-19
2024-01-06,2067,Charge Controller,Maintenance,6,375456,Abuja,Michael,No,Online Gateway,2252736,
2024-02-27,2506,Accessories,Product Purchase,9,80452,Lagos,Michael,No,Online Gateway,724068,
2024-11-20,4013,Accessories,Installation,8,273183,Ibadan,Stella,No,Online Gateway,2185464,
2024-11-13,7642,Solar Panel 300W,Maintenance,7,65465,Kano,Michael,No,Online Gateway,458255,
2024-06-17,5066,Accessories,Installation,7,421479,Port Harcourt,Ada,Yes,Cash,2950353,2024-06-22
2024-03-22,1947,Solar Panel 500W,Repair,6,212586,Lagos,Ada,Yes,POS,1275516,2024-03-24
2024-08-06,5389,Accessories,Repair,6,209183,Ibadan,Tunde,No,Online Gateway,1255098,
2024-06-25,9143,Solar Panel 500W,Repair,1,297251,Abuja,Grace,Yes,Online Gateway,297251,2024-07-01
2024-07-22,2171,Solar Panel 500W,Site Inspection,7,157440,Ibadan,John,No,Transfer,1102080,
2024-03-11,7114,Accessories,Product Purchase,5,238031,Ibadan,Stella,Yes,POS,1190155,2024-03-24
2024-09-22,1171,Solar Panel 300W,Installation,7,297281,Kano,Stella,Yes,Online Gateway,2080967,2024-09-25
2024-04-07,6682,Solar Panel 500W,Site Inspection,6,248120,Lagos,John,No,Cash,1488720,
2024-12-10,6856,Solar Panel 300W,Installation,8,284074,Enugu,Michael,Yes,Cash,2272592,2024-12-18
2024-10-17,7209,Solar Panel 300W,Product Purchase,3,311700,Ibadan,Ada,Yes,POS,935100,2024-10-30
2024-07-26,4577,Accessories,Maintenance,8,229234,Abuja,Ada,Yes,Online Gateway,1833872,2024-08-04
2024-01-02,9380,Battery 200Ah,Site Inspection,7,287343,Abuja,Stella,No,Cash,2011401,
2024-05-03,5076,Battery 200Ah,Product Purchase,1,56072,Kano,Stella,No,Transfer,56072,
2024-10-06,1157,Solar Panel 500W,Site Inspection,3,193907,Ibadan,Michael,No,Cash,581721,
2024-03-14,8777,Inverter 3.5kVA,Repair,4,51534,Abuja,Michael,Yes,POS,206136,2024-03-19
2024-06-14,3717,Battery 200Ah,Site Inspection,9,67483,Enugu,Stella,Yes,Online Gateway,607347,2024-06-28
2024-01-22,9437,Accessories,Maintenance,6,414371,Abuja,Michael,No,POS,2486226,
2024-06-02,3795,Accessories,Maintenance,7,419950,Kano,John,No,Cash,2939650,
2024-10-21,8200,Battery 200Ah,Installation,5,81899,Ibadan,Ada,No,Online Gateway,409495,
2024-08-06,8528,Inverter 3.5kVA,Site Inspection,3,26111,Kano,Stella,No,POS,78333,
2024-06-05,3377,Charge Controller,Repair,5,371251,Ibadan,John,Yes,POS,1856255,2024-06-17
2024-08-17,2810,Solar Panel 500W,Maintenance,7,276689,Abuja,John,Yes,Online Gateway,1936823,2024-08-18
2024-01-20,6190,Charge Controller,Installation,9,54420,Enugu,Grace,Yes,Transfer,489780,2024-01-21
2024-02-10,6432,Charge Controller,Repair,9,116679,Lagos,Tunde,Yes,Cash,1050111,2024-02-15
2024-05-27,8895,Solar Panel 300W,Repair,8,158223,Abuja,Stella,No,Transfer,1265784,
2024-04-17,3126,Solar Panel 300W,Repair,5,162323,Lagos,Tunde,No,POS,811615,
2024-03-24,7953,Solar Panel 500W,Product Purchase,7,348312,Ibadan,John,No,POS,2438184,
2024-11-17,4030,Inverter 3.5kVA,Maintenance,4,149504,Ibadan,Stella,Yes,Transfer,598016,2024-11-19
2024-11-04,7323,Solar Panel 300W,Product Purchase,5,162146,Port Harcourt,Tunde,No,Cash,810730,
2024-10-16,6747,Battery 200Ah,Product Purchase,4,111299,Ibadan,Ada,No,POS,445196,
2024-11-18,6605,Solar Panel 500W,Maintenance,3,53206,Ibadan,Stella,No,Online Gateway,159618,
2024-05-13,6891,Accessories,Site Inspection,1,29942,Port Harcourt,Tunde,Yes,POS,29942,2024-05-19
2024-07-25,4076,Charge Controller,Installation,5,358333,Lagos,Michael,No,POS,1791665,
2024-10-09,3344,Solar Panel 500W,Maintenance,2,169108,Ibadan,Stella,No,Cash,338216,
2024-09-22,1619,Accessories,Installation,6,120992,Kano,Grace,Yes,Online Gateway,725952,2024-10-03
2024-03-13,3407,Accessories,Site Inspection,5,414109,Ibadan,Michael,Yes,Transfer,2070545,2024-03-16
2024-12-17,7260,Solar Panel 300W,Maintenance,2,294877,Ibadan,Stella,No,Transfer,589754,
2024-02-17,4004,Accessories,Repair,8,80843,Abuja,Tunde,No,Cash,646744,
2024-11-21,4914,Inverter 3.5kVA,Maintenance,5,155610,Ibadan,Tunde,No,POS,778050,
2024-08-20,4596,Accessories,Site Inspection,2,291063,Ibadan,Grace,Yes,POS,582126,2024-08-29
2024-04-09,5039,Accessories,Product Purchase,1,333351,Kano,Stella,Yes,Cash,333351,2024-04-10
2024-02-28,2304,Charge Controller,Maintenance,2,153881,Port Harcourt,John,No,POS,307762,
2024-09-14,6630,Inverter 3.5kVA,Repair,1,78523,Port Harcourt,Tunde,Yes,Transfer,78523,2024-09-17
2024-03-05,8282,Solar Panel 500W,Maintenance,3,250112,Port Harcourt,Grace,Yes,Transfer,750336,2024-03-13
2024-03-23,4307,Inverter 3.5kVA,Product Purchase,3,191838,Abuja,Stella,Yes,POS,575514,2024-04-04
2024-06-02,2361,Inverter 3.5kVA,Maintenance,1,438202,Ibadan,Stella,No,Online Gateway,438202,
2024-09-22,7665,Solar Panel 500W,Repair,7,252431,Lagos,Ada,Yes,Cash,1767017,2024-09-24
2024-11-04,5294,Charge Controller,Site Inspection,7,39093,Lagos,Michael,Yes,Online Gateway,273651,2024-11-14
2024-03-19,2787,Accessories,Repair,9,46660,Kano,Ada,No,Cash,419940,
2024-11-10,2073,Inverter 3.5kVA,Site Inspection,5,318021,Abuja,Michael,Yes,POS,1590105,2024-11-18
2024-05-29,6902,Inverter 3.5kVA,Repair,4,389364,Enugu,Michael,No,Online Gateway,1557456,
2024-02-17,4599,Solar Panel 500W,Installation,5,319616,Abuja,Ada,Yes,POS,1598080,2024-03-02
2024-09-04,4055,Battery 200Ah,Maintenance,8,95832,Ibadan,Grace,No,POS,766656,
2024-10-04,7476,Inverter 3.5kVA,Maintenance,8,148355,Enugu,John,Yes,Cash,1186840,2024-10-08
2024-12-21,1659,Solar Panel 300W,Product Purchase,4,383000,Lagos,Stella,Yes,Cash,1532000,2025-01-04
2024-04-07,7320,Accessories,Installation,8,439296,Abuja,Tunde,Yes,Cash,3514368,2024-04-10
2024-01-25,7513,Accessories,Product Purchase,4,125520,Kano,Stella,Yes,POS,502080,2024-02-04
2024-10-10,5642,Charge Controller,Maintenance,4,301662,Lagos,Grace,No,Online Gateway,1206648,
2024-10-27,7373,Inverter 3.5kVA,Product Purchase,8,428378,Abuja,Grace,Yes,Cash,3427024,2024-11-07
2024-03-08,5466,Solar Panel 500W,Site Inspection,2,40443,Ibadan,Ada,Yes,Cash,80886,2024-03-19
2024-01-07,6587,Solar Panel 300W,Installation,4,147454,Ibadan,John,Yes,Transfer,589816,2024-01-15
2024-10-31,3471,Solar Panel 500W,Repair,1,100534,Enugu,Tunde,No,POS,100534,
2024-05-16,7175,Inverter 3.5kVA,Site Inspection,1,104015,Ibadan,Tunde,Yes,Transfer,104015,2024-05-25
2024-06-12,9284,Solar Panel 300W,Repair,8,261784,Ibadan,Grace,Yes,Cash,2094272,2024-06-13
2024-03-23,2281,Charge Controller,Product Purchase,4,205821,Lagos,John,Yes,Transfer,823284,2024-03-24
2024-05-17,4177,Charge Controller,Maintenance,6,39693,Lagos,Tunde,No,Online Gateway,238158,
2024-03-13,6667,Charge Controller,Site Inspection,5,50294,Abuja,Tunde,Yes,Online Gateway,251470,2024-03-16
2024-08-24,5511,Battery 200Ah,Installation,6,324924,Kano,John,No,Transfer,1949544,
2024-02-15,4881,Solar Panel 500W,Repair,4,205576,Port Harcourt,Ada,Yes,Online Gateway,822304,2024-02-18
2024-04-15,3413,Inverter 3.5kVA,Site Inspection,4,106330,Port Harcourt,Ada,Yes,POS,425320,2024-04-20
2024-10-14,2544,Solar Panel 300W,Maintenance,7,366883,Ibadan,Grace,No,Transfer,2568181,
2024-09-18,5784,Accessories,Installation,1,47029,Abuja,Tunde,Yes,POS,47029,2024-09-22
2024-06-24,6761,Accessories,Installation,9,230497,Port Harcourt,Ada,No,Online Gateway,2074473,
2024-06-14,8874,Solar Panel 500W,Repair,3,321918,Port Harcourt,Ada,No,Transfer,965754,
2024-05-24,7961,Inverter 3.5kVA,Site Inspection,4,170214,Port Harcourt,Tunde,No,Transfer,680856,
2024-11-25,6626,Battery 200Ah,Site Inspection,9,345836,Port Harcourt,Tunde,Yes,Cash,3112524,2024-11-26
2024-10-09,5514,Inverter 3.5kVA,Installation,5,305065,Enugu,Grace,Yes,POS,1525325,2024-10-20
2024-02-23,2145,Solar Panel 500W,Product Purchase,4,419255,Port Harcourt,Grace,No,Cash,1677020,
2024-06-26,6450,Inverter 3.5kVA,Installation,6,351124,Enugu,Ada,Yes,Cash,2106744,2024-07-07
2024-08-31,2566,Accessories,Maintenance,1,147701,Enugu,Grace,No,Online Gateway,147701,
2024-12-06,4005,Accessories,Site Inspection,1,432568,Abuja,Michael,Yes,POS,432568,2024-12-12
2024-05-06,5507,Solar Panel 300W,Repair,5,247085,Port Harcourt,John,No,POS,1235425,
2024-09-27,5248,Battery 200Ah,Site Inspection,5,325636,Port Harcourt,Ada,No,Online Gateway,1628180,
2024-05-11,9283,Accessories,Installation,9,126260,Enugu,Ada,Yes,Online Gateway,1136340,2024-05-20
2024-04-02,4992,Solar Panel 300W,Maintenance,1,298351,Abuja,Michael,No,POS,298351,
2024-03-13,9522,Battery 200Ah,Product Purchase,3,288667,Lagos,Stella,No,Online Gateway,866001,
2024-09-04,9027,Accessories,Site Inspection,3,438345,Lagos,Grace,Yes,POS,1315035,2024-09-08
2024-12-13,6760,Battery 200Ah,Installation,4,346723,Lagos,Stella,Yes,Online Gateway,1386892,2024-12-17
2024-09-29,9045,Inverter 3.5kVA,Installation,7,181499,Port Harcourt,Grace,Yes,Cash,1270493,2024-10-05
2024-02-12,3977,Solar Panel 300W,Installation,7,31003,Abuja,John,No,Online Gateway,217021,
2024-02-10,6347,Battery 200Ah,Maintenance,5,61596,Lagos,Tunde,Yes,Transfer,307980,2024-02-24
2024-06-18,5289,Battery 200Ah,Installation,9,253546,Ibadan,Ada,No,Online Gateway,2281914,
2024-07-30,1529,Inverter 3.5kVA,Installation,7,280960,Ibadan,Michael,Yes,Transfer,1966720,2024-08-12
2024-06-16,3892,Accessories,Installation,2,296254,Abuja,Tunde,Yes,POS,592508,2024-06-27
2024-02-08,8443,Accessories,Site Inspection,3,343248,Port Harcourt,Tunde,Yes,Cash,1029744,2024-02-11
2024-09-01,5734,Solar Panel 500W,Installation,7,322742,Enugu,Stella,No,Online Gateway,2259194,
2024-05-30,3525,Solar Panel 500W,Maintenance,5,150177,Lagos,Ada,Yes,POS,750885,2024-06-05
2024-04-20,4761,Accessories,Site Inspection,7,125748,Port Harcourt,John,No,Transfer,880236,
2024-02-16,7141,Charge Controller,Installation,9,276107,Enugu,Michael,Yes,Cash,2484963,2024-02-25
2024-03-03,3742,Charge Controller,Product Purchase,9,116076,Lagos,Ada,Yes,POS,1044684,2024-03-07
2024-08-12,5635,Battery 200Ah,Maintenance,3,387876,Kano,Tunde,Yes,POS,1163628,2024-08-14
2024-12-31,5425,Accessories,Product Purchase,8,84590,Kano,Tunde,Yes,POS,676720,2025-01-04
2024-03-09,9661,Solar Panel 500W,Maintenance,6,104797,Port Harcourt,John,Yes,POS,628782,2024-03-22
2024-10-25,4830,Battery 200Ah,Product Purchase,4,35382,Ibadan,Stella,Yes,Online Gateway,141528,2024-10-30
2024-10-16,7992,Solar Panel 300W,Installation,4,113440,Port Harcourt,John,No,POS,453760,
2024-10-22,1533,Solar Panel 500W,Product Purchase,4,36170,Lagos,John,No,POS,144680,
2024-07-21,5562,Solar Panel 500W,Product Purchase,7,307439,Port Harcourt,Ada,No,Online Gateway,2152073,
2024-03-01,8120,Solar Panel 500W,Maintenance,6,368679,Port Harcourt,Grace,No,Transfer,2212074,
2024-11-13,7563,Charge Controller,Installation,2,242770,Lagos,Stella,No,Cash,485540,
2024-11-09,8289,Inverter 3.5kVA,Maintenance,5,327761,Ibadan,Tunde,No,Cash,1638805,
2024-06-09,5087,Inverter 3.5kVA,Installation,5,52539,Kano,Stella,Yes,Online Gateway,262695,2024-06-11
2024-11-26,9953,Charge Controller,Repair,6,395664,Enugu,Ada,Yes,Online Gateway,2373984,2024-12-02
2024-01-16,3355,Accessories,Site Inspection,7,426136,Lagos,Ada,Yes,Transfer,2982952,2024-01-29
2024-12-03,2955,Accessories,Site Inspection,8,443308,Port Harcourt,Grace,No,Cash,3546464,
2024-04-03,3971,Charge Controller,Maintenance,8,188411,Abuja,John,No,Online Gateway,1507288,
2024-10-30,6539,Charge Controller,Installation,5,27037,Port Harcourt,Grace,Yes,POS,135185,2024-11-13
2024-05-17,8493,Accessories,Product Purchase,2,129317,Enugu,Ada,No,Online Gateway,258634,
2024-12-03,2672,Inverter 3.5kVA,Site Inspection,8,447768,Port Harcourt,Stella,No,Cash,3582144,
2024-02-07,3836,Battery 200Ah,Maintenance,6,251679,Abuja,John,Yes,Transfer,1510074,2024-02-09
2024-05-06,5927,Charge Controller,Maintenance,3,422662,Enugu,John,No,Transfer,1267986,
2024-10-01,5939,Battery 200Ah,Maintenance,4,351939,Port Harcourt,John,No,POS,1407756,
2024-06-12,4644,Battery 200Ah,Installation,1,304658,Abuja,Stella,Yes,POS,304658,2024-06-13
2024-11-14,3297,Solar Panel 300W,Maintenance,3,228202,Port Harcourt,John,Yes,Cash,684606,2024-11-21
2024-03-17,5061,Inverter 3.5kVA,Repair,4,25582,Ibadan,Michael,Yes,POS,102328,2024-03-28
2024-06-22,4166,Battery 200Ah,Product Purchase,2,381952,Enugu,Michael,No,Cash,763904,
2024-12-23,1183,Inverter 3.5kVA,Maintenance,6,136242,Kano,Stella,No,Cash,817452,
2024-11-16,3846,Inverter 3.5kVA,Installation,8,257171,Ibadan,Tunde,No,Online Gateway,2057368,
2024-03-31,5722,Solar Panel 300W,Product Purchase,6,163259,Lagos,Grace,No,POS,979554,
2024-08-25,1782,Accessories,Product Purchase,3,335681,Lagos,Tunde,Yes,Online Gateway,1007043,2024-09-02
2024-09-20,2507,Inverter 3.5kVA,Site Inspection,9,337963,Port Harcourt,John,Yes,Online Gateway,3041667,2024-09-21
2024-06-27,6855,Battery 200Ah,Maintenance,4,138113,Lagos,Stella,No,Cash,552452,
2024-07-27,8538,Accessories,Maintenance,6,230559,Lagos,John,Yes,Cash,1383354,2024-07-30
2024-03-13,1676,Accessories,Installation,4,295675,Port Harcourt,John,No,Cash,1182700,
2024-04-16,8250,Solar Panel 500W,Repair,4,316308,Port Harcourt,Michael,Yes,Cash,1265232,2024-04-19
2024-12-10,8813,Battery 200Ah,Repair,2,95665,Kano,Ada,Yes,Online Gateway,191330,2024-12-20
2024-10-21,5090,Battery 200Ah,Site Inspection,2,82259,Abuja,Stella,No,Transfer,164518,
2024-10-10,6723,Inverter 3.5kVA,Repair,2,142362,Port Harcourt,Ada,No,Transfer,284724,
2024-12-18,3686,Battery 200Ah,Installation,2,121627,Kano,Michael,No,Transfer,243254,
2024-06-30,9382,Solar Panel 500W,Site Inspection,8,103284,Ibadan,Ada,No,Cash,826272,
2024-02-06,9526,Inverter 3.5kVA,Maintenance,4,123605,Lagos,Grace,No,POS,494420,
2024-05-16,8689,Charge Controller,Repair,4,237015,Abuja,Michael,Yes,Transfer,948060,2024-05-28
2024-12-03,2110,Battery 200Ah,Installation,3,43337,Enugu,Grace,Yes,Online Gateway,130011,2024-12-11
2024-02-25,1578,Battery 200Ah,Installation,5,261491,Ibadan,Tunde,Yes,Online Gateway,1307455,2024-03-09
2024-07-05,1061,Solar Panel 300W,Maintenance,4,351274,Port Harcourt,Michael,No,Cash,1405096,
2024-12-06,1386,Charge Controller,Installation,7,446579,Ibadan,Stella,No,Online Gateway,3126053,
2024-09-14,3200,Charge Controller,Site Inspection,7,221417,Enugu,Tunde,No,Online Gateway,1549919,
2024-02-27,2683,Solar Panel 500W,Site Inspection,6,240293,Kano,John,Yes,Transfer,1441758,2024-03-01
2024-12-28,7321,Charge Controller,Product Purchase,7,15269,Port Harcourt,Stella,Yes,Transfer,106883,2025-01-02
2024-05-02,9056,Solar Panel 300W,Maintenance,7,93901,Port Harcourt,Stella,No,Online Gateway,657307,
2024-07-06,9678,Solar Panel 500W,Installation,8,333876,Abuja,Grace,No,Transfer,2671008,
2024-08-17,8414,Charge Controller,Repair,1,98074,Kano,Stella,Yes,Online Gateway,98074,2024-08-30
2024-06-16,7643,Solar Panel 500W,Site Inspection,3,333311,Lagos,Ada,No,Online Gateway,999933,
2024-04-23,9732,Charge Controller,Maintenance,3,111004,Ibadan,Ada,No,Transfer,333012,
2024-09-08,6631,Charge Controller,Maintenance,5,301428,Enugu,John,Yes,Cash,1507140,2024-09-18
2024-04-16,8945,Accessories,Site Inspection,7,47744,Abuja,Ada,No,Transfer,334208,
2024-02-06,8726,Charge Controller,Product Purchase,6,430236,Enugu,Stella,No,Cash,2581416,
2024-11-30,6169,Battery 200Ah,Maintenance,4,414988,Abuja,Grace,No,POS,1659952,
2024-04-01,7787,Charge Controller,Installation,6,254551,Port Harcourt,Michael,No,Online Gateway,1527306,
2024-01-18,5467,Battery 200Ah,Repair,7,447042,Ibadan,John,No,POS,3129294,
2024-12-19,6232,Inverter 3.5kVA,Repair,4,347202,Abuja,John,Yes,Online Gateway,1388808,2025-01-02
2024-03-03,9130,Accessories,Site Inspection,8,410379,Port Harcourt,Stella,Yes,Transfer,3283032,2024-03-14
2024-05-29,7196,Solar Panel 300W,Maintenance,5,66435,Port Harcourt,Tunde,No,POS,332175,
2024-05-18,4907,Solar Panel 500W,Repair,3,389322,Kano,Ada,No,POS,1167966,
2024-07-04,5288,Solar Panel 500W,Maintenance,2,332452,Port Harcourt,Tunde,Yes,Online Gateway,664904,2024-07-12
2024-07-03,7734,Inverter 3.5kVA,Site Inspection,1,96113,Lagos,Stella,Yes,Online Gateway,96113,2024-07-04
2024-07-23,2080,Charge Controller,Product Purchase,4,405472,Kano,Tunde,No,Cash,1621888,
2024-09-16,7240,Solar Panel 300W,Repair,2,19163,Kano,Stella,No,Cash,38326,
2024-08-01,1197,Inverter 3.5kVA,Installation,3,58750,Lagos,Ada,Yes,Transfer,176250,2024-08-06
2024-09-12,8814,Inverter 3.5kVA,Site Inspection,1,141942,Lagos,Ada,No,POS,141942,
2024-05-14,8851,Solar Panel 500W,Product Purchase,6,30172,Enugu,John,No,POS,181032,
2024-03-01,2600,Battery 200Ah,Installation,4,52254,Abuja,Tunde,Yes,Cash,209016,2024-03-11
2024-12-28,8462,Battery 200Ah,Installation,5,405235,Enugu,Tunde,No,Transfer,2026175,
2024-11-05,7866,Charge Controller,Repair,8,74495,Abuja,Tunde,Yes,POS,595960,2024-11-06
2024-03-28,4692,Charge Controller,Maintenance,4,407781,Enugu,Tunde,Yes,Online Gateway,1631124,2024-04-07
2024-11-19,9875,Inverter 3.5kVA,Site Inspection,6,356975,Lagos,Grace,No,Online Gateway,2141850,
2024-07-25,4083,Charge Controller,Installation,3,94273,Abuja,Michael,Yes,Online Gateway,282819,2024-07-28
2024-05-08,4989,Battery 200Ah,Repair,8,287997,Lagos,John,No,POS,2303976,
2024-11-06,1332,Solar Panel 300W,Product Purchase,3,73116,Lagos,John,Yes,Transfer,219348,2024-11-07
2024-01-03,7106,Solar Panel 500W,Installation,7,238535,Enugu,Michael,No,Cash,1669745,
2024-08-29,8333,Battery 200Ah,Product Purchase,7,361490,Port Harcourt,Grace,Yes,Cash,2530430,2024-09-02
2024-04-30,7655,Accessories,Site Inspection,3,293241,Abuja,Tunde,Yes,Cash,879723,2024-05-08
2024-04-11,6308,Charge Controller,Repair,3,342003,Kano,Michael,No,Online Gateway,1026009,
2024-02-07,5200,Solar Panel 500W,Product Purchase,8,67398,Kano,Grace,Yes,POS,539184,2024-02-17
2024-12-06,3721,Accessories,Maintenance,3,364575,Abuja,Tunde,No,POS,1093725,
2024-05-12,9998,Solar Panel 500W,Product Purchase,2,395308,Abuja,Michael,Yes,Cash,790616,2024-05-15
2024-07-20,2064,Inverter 3.5kVA,Product Purchase,5,445167,Abuja,John,No,Cash,2225835,
2024-12-13,7820,Charge Controller,Repair,7,173325,Abuja,Michael,Yes,POS,1213275,2024-12-21
2024-01-21,9512,Inverter 3.5kVA,Repair,8,119215,Port Harcourt,Grace,No,Cash,953720,
2024-08-29,4957,Solar Panel 500W,Installation,1,225572,Lagos,Stella,Yes,POS,225572,2024-09-12
2024-04-18,3382,Inverter 3.5kVA,Product Purchase,2,355592,Abuja,Tunde,No,Online Gateway,711184,
2024-10-29,4231,Charge Controller,Product Purchase,7,209446,Enugu,Michael,Yes,Cash,1466122,2024-11-06
2024-03-24,8008,Battery 200Ah,Repair,9,405392,Abuja,Tunde,No,Cash,3648528,
2024-03-23,2500,Solar Panel 300W,Maintenance,3,118512,Lagos,Ada,No,POS,355536,
2024-10-17,2568,Accessories,Repair,8,187018,Lagos,Tunde,Yes,Transfer,1496144,2024-10-23
2024-03-09,6892,Battery 200Ah,Maintenance,3,91652,Lagos,Michael,No,Cash,274956,
2024-05-08,4281,Solar Panel 500W,Repair,4,444876,Enugu,Tunde,Yes,Transfer,1779504,2024-05-13
2024-07-14,5089,Battery 200Ah,Site Inspection,2,329075,Ibadan,Grace,No,Transfer,658150,
2024-05-19,2865,Inverter 3.5kVA,Product Purchase,9,126590,Kano,Stella,No,Cash,1139310,
2024-10-09,6600,Charge Controller,Maintenance,5,271414,Enugu,Stella,No,Cash,1357070,
2024-11-07,7055,Battery 200Ah,Site Inspection,5,23646,Abuja,Michael,No,Transfer,118230,
2024-08-21,1004,Battery 200Ah,Maintenance,4,329930,Port Harcourt,Michael,Yes,Transfer,1319720,2024-08-25
2024-01-23,8959,Charge Controller,Installation,5,431254,Port Harcourt,Tunde,No,Cash,2156270,
2024-06-01,2168,Inverter 3.5kVA,Installation,1,296774,Lagos,John,No,POS,296774,
2024-10-03,3398,Solar Panel 300W,Product Purchase,6,224830,Port Harcourt,Stella,No,Cash,1348980,
2024-03-01,3630,Battery 200Ah,Site Inspection,4,281448,Kano,Stella,No,Online Gateway,1125792,
2024-11-14,7608,Accessories,Site Inspection,4,375369,Abuja,Ada,Yes,Online Gateway,1501476,2024-11-19
2024-02-21,1347,Solar Panel 500W,Installation,5,249808,Port Harcourt,Ada,No,POS,1249040,
2024-12-09,6861,Inverter 3.5kVA,Product Purchase,1,37007,Kano,John,Yes,Transfer,37007,2024-12-18
2024-06-01,4342,Inverter 3.5kVA,Installation,4,131821,Kano,Stella,Yes,Transfer,527284,2024-06-06
2024-08-24,7500,Battery 200Ah,Site Inspection,3,402892,Ibadan,Michael,No,Transfer,1208676,
2024-11-06,3574,Accessories,Maintenance,5,386977,Ibadan,Stella,No,Online Gateway,1934885,
2024-10-28,4825,Charge Controller,Site Inspection,5,331635,Port Harcourt,Michael,No,Cash,1658175,
2024-02-01,5593,Battery 200Ah,Product Purchase,8,422846,Kano,Michael,No,POS,3382768,
2024-02-24,6272,Battery 200Ah,Site Inspection,1,49489,Lagos,John,No,Cash,49489,
2024-12-17,9244,Charge Controller,Repair,3,332945,Ibadan,Stella,Yes,Transfer,998835,2024-12-27
2024-02-05,1148,Solar Panel 500W,Site Inspection,5,62068,Kano,Tunde,No,Cash,310340,
2024-04-19,9694,Charge Controller,Repair,3,130874,Ibadan,Stella,No,POS,392622,
2024-06-25,1869,Battery 200Ah,Installation,6,294678,Abuja,Stella,No,Online Gateway,1768068,
2024-12-27,4521,Solar Panel 300W,Repair,3,271826,Kano,Grace,Yes,Cash,815478,2025-01-10
2024-11-09,4871,Charge Controller,Site Inspection,6,199436,Kano,Ada,No,Cash,1196616,
2024-10-21,2300,Solar Panel 500W,Site Inspection,8,180269,Enugu,John,Yes,POS,1442152,2024-10-29
2024-12-01,8595,Charge Controller,Site Inspection,4,212256,Abuja,Tunde,Yes,POS,849024,2024-12-12
2024-04-06,5833,Charge Controller,Product Purchase,8,334231,Enugu,Tunde,Yes,Transfer,2673848,2024-04-19
2024-07-31,7670,Inverter 3.5kVA,Installation,7,48123,Ibadan,Tunde,Yes,POS,336861,2024-08-02
2024-11-12,3451,Inverter 3.5kVA,Repair,4,279967,Abuja,Michael,Yes,Online Gateway,1119868,2024-11-17
2024-05-16,5385,Battery 200Ah,Maintenance,3,154229,Port Harcourt,John,Yes,Transfer,462687,2024-05-23
2024-01-06,9530,Battery 200Ah,Repair,5,265878,Lagos,Ada,No,Cash,1329390,
2024-04-18,3824,Charge Controller,Site Inspection,5,292725,Ibadan,Michael,No,Transfer,1463625,
2024-02-04,7854,Solar Panel 300W,Maintenance,7,382991,Kano,Tunde,Yes,Cash,2680937,2024-02-13
2024-02-08,6964,Accessories,Maintenance,1,174033,Port Harcourt,Michael,No,POS,174033,
2024-05-29,1986,Battery 200Ah,Repair,9,403990,Ibadan,Michael,No,Transfer,3635910,
2024-04-27,9171,Charge Controller,Repair,2,256502,Lagos,Grace,No,Online Gateway,513004,
2024-09-17,4490,Charge Controller,Repair,9,184109,Kano,Tunde,Yes,Transfer,1656981,2024-09-23
2024-03-27,9076,Accessories,Repair,9,168835,Abuja,Tunde,No,Online Gateway,1519515,
2024-03-16,4767,Charge Controller,Installation,3,335679,Lagos,Ada,Yes,Transfer,1007037,2024-03-26
2024-11-08,3006,Accessories,Product Purchase,7,36998,Enugu,John,Yes,POS,258986,2024-11-21
2024-08-01,8925,Accessories,Product Purchase,3,272435,Ibadan,Stella,No,Cash,817305,
