Date,Month,Year,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2/15/2024,February,2024,1000,Inverter 3.5kVA,Maintenance,2,"?176,932",Port Harcourt,Stella,Yes,Transfer,"?353,864",2/22/2024
11/4/2024,November,2024,1062,Accessories,Repair,6,"?367,440",Abuja,Ada,No,Online Gateway,"?2,204,640",
3/28/2024,March,2024,2783,Inverter 3.5kVA,Site Inspection,6,"?221,489",Enugu,Ada,No,Online Gateway,"?1,328,934",
7/26/2024,July,2024,9417,Charge Controller,Installation,5,"?98,132",Port Harcourt,Tunde,Yes,Cash,"?490,660",8/8/2024
9/25/2024,September,2024,7566,Solar Panel 300W,Maintenance,6,"?288,981",Ibadan,Ada,No,Transfer,"?1,733,886",
3/29/2024,March,2024,2042,Inverter 3.5kVA,Product Purchase,5,"?208,554",Enugu,John,No,Transfer,"?1,042,770",
4/27/2024,April,2024,2234,Accessories,Installation,2,"?53,992",Abuja,John,Yes,Cash,"?107,984",5/9/2024
2/23/2024,February,2024,2984,Solar Panel 500W,Repair,5,"?154,761",Lagos,John,Yes,Transfer,"?773,805",2/26/2024
4/25/2024,April,2024,2594,Solar Panel 300W,Maintenance,1,"?278,709",Lagos,Tunde,Yes,POS,"?278,709",5/1/2024
4/27/2024,April,2024,7257,Inverter 3.5kVA,Installation,3,"?139,542",Kano,Grace,No,Cash,"?418,626",
9/16/2024,September,2024,2952,Solar Panel 300W,Product Purchase,7,"?301,937",Lagos,Michael,Yes,POS,"?2,113,559",9/20/2024
3/15/2024,March,2024,2695,Charge Controller,Product Purchase,4,"?412,836",Kano,Michael,No,Transfer,"?1,651,344",
10/31/2024,October,2024,1954,Solar Panel 500W,Repair,8,"?80,200",Abuja,Stella,No,Online Gateway,"?641,600",
1/7/2024,January,2024,4291,Accessories,Site Inspection,3,"?303,081",Port Harcourt,Stella,No,Transfer,"?909,243",
12/31/2024,December,2024,9548,Solar Panel 300W,Repair,7,"?387,856",Enugu,John,No,POS,"?2,714,992",
5/1/2024,May,2024,1968,Solar Panel 500W,Maintenance,2,"?267,372",Enugu,John,Yes,Online Gateway,"?534,744",5/15/2024
1/11/2024,January,2024,1241,Inverter 3.5kVA,Repair,8,"?399,371",Port Harcourt,Tunde,Yes,Transfer,"?3,194,968",1/24/2024
12/13/2024,December,2024,5234,Accessories,Maintenance,3,"?402,182",Enugu,John,No,Transfer,"?1,206,546",
8/2/2024,August,2024,9338,Accessories,Site Inspection,6,"?74,400",Abuja,John,No,Online Gateway,"?446,400",
10/5/2024,October,2024,8349,Battery 200Ah,Repair,2,"?322,421",Enugu,John,No,Cash,"?644,842",
1/28/2024,January,2024,6161,Solar Panel 300W,Product Purchase,7,"?302,516",Enugu,Ada,No,Cash,"?2,117,612",
8/22/2024,August,2024,9734,Solar Panel 500W,Maintenance,4,"?413,172",Abuja,Michael,No,POS,"?1,652,688",
11/8/2024,November,2024,9883,Solar Panel 300W,Maintenance,6,"?207,466",Ibadan,Ada,Yes,Online Gateway,"?1,244,796",11/12/2024
1/26/2024,January,2024,2025,Inverter 3.5kVA,Product Purchase,2,"?289,055",Lagos,Grace,Yes,Transfer,"?578,110",1/28/2024
2/23/2024,February,2024,4359,Inverter 3.5kVA,Repair,3,"?390,915",Lagos,John,No,POS,"?1,172,745",
1/29/2024,January,2024,6257,Accessories,Site Inspection,3,"?358,376",Lagos,John,Yes,Online Gateway,"?1,075,128",2/12/2024
12/18/2024,December,2024,6736,Accessories,Installation,4,"?328,547",Kano,Ada,No,Transfer,"?1,314,188",
6/12/2024,June,2024,8679,Solar Panel 500W,Repair,1,"?414,886",Lagos,Ada,Yes,Cash,"?414,886",6/18/2024
9/26/2024,September,2024,3951,Charge Controller,Repair,6,"?74,844",Enugu,Tunde,Yes,Cash,"?449,064",10/6/2024
11/29/2024,November,2024,9921,Solar Panel 300W,Maintenance,6,"?78,137",Enugu,Tunde,No,Transfer,"?468,822",
2/4/2024,February,2024,8389,Solar Panel 300W,Maintenance,4,"?244,299",Ibadan,John,Yes,Cash,"?977,196",2/18/2024
10/12/2024,October,2024,3555,Inverter 3.5kVA,Site Inspection,8,"?38,473",Port Harcourt,Ada,Yes,Cash,"?307,784",10/13/2024
12/13/2024,December,2024,2150,Solar Panel 300W,Site Inspection,5,"?62,298",Port Harcourt,Grace,No,Transfer,"?311,490",
9/29/2024,September,2024,2735,Solar Panel 500W,Site Inspection,4,"?298,489",Enugu,Tunde,Yes,Cash,"?1,193,956",10/2/2024
7/26/2024,July,2024,8931,Battery 200Ah,Product Purchase,7,"?40,608",Kano,Stella,No,Transfer,"?284,256",
8/25/2024,August,2024,2038,Accessories,Installation,8,"?257,903",Ibadan,Ada,No,Online Gateway,"?2,063,224",
4/2/2024,April,2024,7369,Inverter 3.5kVA,Installation,2,"?378,632",Abuja,Michael,No,POS,"?757,264",
6/21/2024,June,2024,8127,Accessories,Site Inspection,1,"?250,124",Enugu,Stella,Yes,Online Gateway,"?250,124",6/25/2024
3/19/2024,March,2024,3912,Accessories,Maintenance,6,"?383,979",Port Harcourt,Stella,No,Transfer,"?2,303,874",
4/19/2024,April,2024,5840,Accessories,Installation,2,"?287,430",Ibadan,Grace,No,POS,"?574,860",
8/4/2024,August,2024,2242,Battery 200Ah,Repair,8,"?224,708",Abuja,Ada,No,Online Gateway,"?1,797,664",
12/23/2024,December,2024,9964,Solar Panel 300W,Product Purchase,5,"?425,088",Kano,Grace,No,Transfer,"?2,125,440",
4/15/2024,April,2024,9098,Charge Controller,Maintenance,2,"?187,822",Enugu,John,No,Transfer,"?375,644",
2/16/2024,February,2024,4412,Accessories,Product Purchase,5,"?104,185",Lagos,Michael,Yes,Online Gateway,"?520,925",2/19/2024
6/29/2024,June,2024,3499,Solar Panel 500W,Repair,2,"?59,476",Enugu,Tunde,No,Transfer,"?118,952",
3/4/2024,March,2024,8160,Accessories,Installation,6,"?191,220",Ibadan,Grace,No,Transfer,"?1,147,320",
9/2/2024,September,2024,7110,Accessories,Product Purchase,8,"?238,018",Enugu,Tunde,Yes,Online Gateway,"?1,904,144",9/11/2024
8/31/2024,August,2024,4545,Solar Panel 300W,Product Purchase,2,"?135,059",Port Harcourt,John,Yes,Transfer,"?270,118",9/12/2024
11/15/2024,November,2024,2213,Solar Panel 500W,Product Purchase,6,"?261,946",Kano,Michael,No,Online Gateway,"?1,571,676",
3/27/2024,March,2024,1418,Solar Panel 300W,Repair,6,"?118,581",Enugu,Grace,No,POS,"?711,486",
8/4/2024,August,2024,5960,Accessories,Maintenance,1,"?224,033",Ibadan,Michael,Yes,Cash,"?224,033",8/17/2024
1/7/2024,January,2024,1788,Solar Panel 300W,Maintenance,9,"?370,711",Kano,Stella,No,Transfer,"?3,336,399",
10/4/2024,October,2024,2871,Solar Panel 300W,Repair,8,"?199,631",Abuja,Stella,Yes,POS,"?1,597,048",10/10/2024
12/2/2024,December,2024,3025,Inverter 3.5kVA,Product Purchase,4,"?218,041",Ibadan,Michael,Yes,POS,"?872,164",12/10/2024
7/28/2024,July,2024,7264,Battery 200Ah,Product Purchase,7,"?350,621",Enugu,Grace,No,Transfer,"?2,454,347",
6/17/2024,June,2024,3446,Charge Controller,Site Inspection,4,"?231,261",Enugu,Grace,Yes,Online Gateway,"?925,044",6/25/2024
11/25/2024,November,2024,8429,Battery 200Ah,Installation,8,"?262,466",Lagos,Grace,No,Transfer,"?2,099,728",
5/17/2024,May,2024,5823,Battery 200Ah,Installation,2,"?428,199",Abuja,Ada,Yes,Online Gateway,"?856,398",5/22/2024
11/1/2024,November,2024,9752,Solar Panel 500W,Maintenance,2,"?323,160",Lagos,Grace,No,Transfer,"?646,320",
8/17/2024,August,2024,3651,Inverter 3.5kVA,Repair,3,"?293,404",Kano,Ada,Yes,POS,"?880,212",8/21/2024
11/3/2024,November,2024,1539,Inverter 3.5kVA,Product Purchase,4,"?102,576",Lagos,Ada,Yes,Transfer,"?410,304",11/10/2024
6/9/2024,June,2024,7499,Solar Panel 300W,Installation,6,"?442,257",Abuja,Michael,Yes,Transfer,"?2,653,542",6/11/2024
1/1/2024,January,2024,5755,Battery 200Ah,Repair,5,"?321,857",Abuja,Tunde,Yes,Cash,"?1,609,285",1/11/2024
8/23/2024,August,2024,6959,Charge Controller,Repair,7,"?346,892",Abuja,Ada,Yes,POS,"?2,428,244",8/25/2024
7/6/2024,July,2024,4289,Solar Panel 500W,Product Purchase,6,"?230,931",Enugu,Tunde,Yes,Transfer,"?1,385,586",7/12/2024
1/4/2024,January,2024,6546,Inverter 3.5kVA,Repair,4,"?435,406",Kano,Ada,Yes,POS,"?1,741,624",1/12/2024
5/11/2024,May,2024,3758,Solar Panel 300W,Installation,9,"?113,789",Port Harcourt,Michael,Yes,Online Gateway,"?1,024,101",5/18/2024
8/5/2024,August,2024,6311,Charge Controller,Site Inspection,7,"?163,842",Kano,Ada,Yes,Transfer,"?1,146,894",8/15/2024
9/16/2024,September,2024,5107,Battery 200Ah,Installation,1,"?65,201",Abuja,Grace,Yes,Transfer,"?65,201",9/23/2024
1/1/2024,January,2024,2895,Charge Controller,Site Inspection,8,"?114,087",Kano,Tunde,Yes,POS,"?912,696",1/4/2024
3/11/2024,March,2024,3500,Inverter 3.5kVA,Repair,4,"?288,395",Ibadan,John,Yes,POS,"?1,153,580",3/17/2024
6/26/2024,June,2024,3829,Solar Panel 500W,Installation,7,"?247,300",Ibadan,Grace,No,POS,"?1,731,100",
7/7/2024,July,2024,1047,Battery 200Ah,Product Purchase,2,"?138,499",Port Harcourt,Tunde,No,POS,"?276,998",
10/17/2024,October,2024,3364,Solar Panel 500W,Repair,3,"?268,937",Kano,John,Yes,Cash,"?806,811",10/21/2024
1/8/2024,January,2024,6666,Accessories,Product Purchase,1,"?233,604",Enugu,Grace,Yes,POS,"?233,604",1/19/2024
9/9/2024,September,2024,7458,Charge Controller,Site Inspection,2,"?405,500",Kano,Tunde,No,Transfer,"?811,000",
10/18/2024,October,2024,9945,Charge Controller,Maintenance,5,"?440,371",Ibadan,Grace,Yes,Transfer,"?2,201,855",10/22/2024
8/31/2024,August,2024,9177,Solar Panel 300W,Maintenance,2,"?77,939",Abuja,Grace,Yes,Online Gateway,"?155,878",9/6/2024
5/2/2024,May,2024,8630,Battery 200Ah,Site Inspection,6,"?23,061",Lagos,Ada,Yes,POS,"?138,366",5/10/2024
10/25/2024,October,2024,8931,Charge Controller,Maintenance,6,"?448,273",Abuja,Ada,No,POS,"?2,689,638",
10/9/2024,October,2024,8058,Inverter 3.5kVA,Repair,6,"?247,908",Port Harcourt,Tunde,Yes,POS,"?1,487,448",10/14/2024
2/1/2024,February,2024,3802,Accessories,Repair,3,"?301,552",Lagos,Ada,No,POS,"?904,656",
11/29/2024,November,2024,9594,Inverter 3.5kVA,Installation,3,"?248,900",Abuja,Ada,Yes,POS,"?746,700",12/5/2024
5/25/2024,May,2024,3086,Solar Panel 500W,Repair,7,"?142,218",Kano,Michael,No,Transfer,"?995,526",
6/4/2024,June,2024,7724,Accessories,Maintenance,4,"?403,498",Enugu,Stella,No,Cash,"?1,613,992",
1/16/2024,January,2024,7155,Accessories,Product Purchase,6,"?426,404",Kano,Stella,Yes,Online Gateway,"?2,558,424",1/22/2024
12/20/2024,December,2024,2149,Inverter 3.5kVA,Installation,8,"?430,995",Ibadan,Grace,No,POS,"?3,447,960",
2/16/2024,February,2024,1062,Charge Controller,Product Purchase,3,"?237,282",Kano,Tunde,No,POS,"?711,846",
9/7/2024,September,2024,4153,Inverter 3.5kVA,Maintenance,9,"?301,831",Kano,Stella,Yes,POS,"?2,716,479",9/20/2024
7/5/2024,July,2024,6938,Battery 200Ah,Product Purchase,9,"?432,430",Port Harcourt,John,No,POS,"?3,891,870",
1/31/2024,January,2024,1751,Solar Panel 500W,Maintenance,3,"?142,757",Enugu,Tunde,Yes,Cash,"?428,271",2/9/2024
9/16/2024,September,2024,8776,Accessories,Repair,6,"?343,649",Lagos,Tunde,Yes,Cash,"?2,061,894",9/28/2024
1/17/2024,January,2024,9849,Battery 200Ah,Installation,5,"?229,625",Abuja,John,No,Transfer,"?1,148,125",
2/8/2024,February,2024,1700,Charge Controller,Site Inspection,4,"?252,927",Abuja,Stella,No,Online Gateway,"?1,011,708",
10/30/2024,October,2024,2540,Charge Controller,Maintenance,8,"?429,462",Port Harcourt,John,No,POS,"?3,435,696",
2/8/2024,February,2024,4032,Inverter 3.5kVA,Repair,9,"?441,902",Lagos,Ada,No,POS,"?3,977,118",
5/11/2024,May,2024,7167,Solar Panel 300W,Product Purchase,9,"?31,551",Kano,Tunde,Yes,Transfer,"?283,959",5/22/2024
1/30/2024,January,2024,7364,Accessories,Repair,5,"?165,777",Enugu,Michael,Yes,Online Gateway,"?828,885",2/12/2024
6/6/2024,June,2024,2983,Accessories,Product Purchase,5,"?240,087",Port Harcourt,John,Yes,Online Gateway,"?1,200,435",6/11/2024
10/4/2024,October,2024,9506,Solar Panel 300W,Product Purchase,3,"?75,149",Kano,Tunde,No,Transfer,"?225,447",
7/21/2024,July,2024,6796,Charge Controller,Product Purchase,9,"?369,516",Abuja,Grace,No,POS,"?3,325,644",
3/6/2024,March,2024,8648,Charge Controller,Product Purchase,1,"?161,874",Port Harcourt,Grace,No,Cash,"?161,874",
4/17/2024,April,2024,8894,Accessories,Installation,3,"?142,763",Enugu,Tunde,No,Transfer,"?428,289",
9/24/2024,September,2024,3314,Solar Panel 500W,Product Purchase,7,"?419,247",Port Harcourt,John,Yes,POS,"?2,934,729",10/6/2024
8/9/2024,August,2024,8959,Accessories,Installation,7,"?70,341",Port Harcourt,Michael,No,POS,"?492,387",
10/18/2024,October,2024,2649,Charge Controller,Site Inspection,5,"?36,521",Abuja,Tunde,Yes,POS,"?182,605",10/28/2024
1/18/2024,January,2024,8700,Charge Controller,Installation,6,"?364,038",Enugu,Ada,Yes,Transfer,"?2,184,228",1/30/2024
3/30/2024,March,2024,7900,Solar Panel 500W,Product Purchase,4,"?40,333",Abuja,Ada,No,Transfer,"?161,332",
6/29/2024,June,2024,4800,Battery 200Ah,Site Inspection,8,"?126,965",Ibadan,Ada,No,Transfer,"?1,015,720",
9/11/2024,September,2024,3478,Battery 200Ah,Repair,4,"?79,731",Enugu,Michael,Yes,POS,"?318,924",9/18/2024
9/9/2024,September,2024,8054,Solar Panel 500W,Installation,6,"?445,767",Abuja,Stella,No,Transfer,"?2,674,602",
9/13/2024,September,2024,7059,Solar Panel 500W,Repair,5,"?183,333",Enugu,Ada,No,POS,"?916,665",
12/11/2024,December,2024,9433,Battery 200Ah,Site Inspection,6,"?256,385",Abuja,John,No,Cash,"?1,538,310",
3/27/2024,March,2024,7209,Battery 200Ah,Installation,3,"?16,973",Kano,Stella,No,Cash,"?50,919",
3/30/2024,March,2024,8115,Battery 200Ah,Product Purchase,3,"?25,900",Abuja,John,Yes,Cash,"?77,700",4/12/2024
8/24/2024,August,2024,3256,Battery 200Ah,Installation,7,"?195,321",Enugu,Michael,No,Online Gateway,"?1,367,247",
3/10/2024,March,2024,4368,Accessories,Product Purchase,1,"?34,460",Lagos,Ada,Yes,Online Gateway,"?34,460",3/22/2024
2/13/2024,February,2024,8387,Accessories,Maintenance,1,"?369,175",Kano,Tunde,Yes,Transfer,"?369,175",2/16/2024
7/18/2024,July,2024,9558,Inverter 3.5kVA,Installation,1,"?148,278",Enugu,Ada,No,Online Gateway,"?148,278",
5/31/2024,May,2024,3827,Solar Panel 500W,Installation,6,"?203,354",Enugu,Michael,No,POS,"?1,220,124",
3/26/2024,March,2024,3487,Solar Panel 300W,Repair,4,"?287,102",Enugu,Ada,No,Online Gateway,"?1,148,408",
1/19/2024,January,2024,4603,Inverter 3.5kVA,Repair,6,"?288,527",Ibadan,Ada,No,Transfer,"?1,731,162",
4/10/2024,April,2024,4521,Solar Panel 300W,Site Inspection,1,"?142,418",Lagos,Ada,No,Cash,"?142,418",
4/4/2024,April,2024,5517,Solar Panel 300W,Product Purchase,4,"?84,213",Ibadan,Michael,Yes,POS,"?336,852",4/13/2024
9/10/2024,September,2024,2643,Charge Controller,Repair,4,"?302,401",Port Harcourt,Ada,No,Cash,"?1,209,604",
12/22/2024,December,2024,2212,Solar Panel 500W,Site Inspection,2,"?357,250",Port Harcourt,Grace,Yes,POS,"?714,500",12/28/2024
1/30/2024,January,2024,8345,Accessories,Product Purchase,1,"?350,325",Port Harcourt,Tunde,No,Transfer,"?350,325",
9/5/2024,September,2024,5703,Inverter 3.5kVA,Product Purchase,8,"?191,248",Abuja,Tunde,Yes,POS,"?1,529,984",9/16/2024
2/2/2024,February,2024,6434,Solar Panel 500W,Product Purchase,6,"?93,320",Abuja,Stella,Yes,Online Gateway,"?559,920",2/7/2024
8/16/2024,August,2024,1019,Battery 200Ah,Maintenance,4,"?142,587",Kano,Stella,Yes,Cash,"?570,348",8/29/2024
1/12/2024,January,2024,1675,Solar Panel 500W,Product Purchase,2,"?173,117",Lagos,Stella,Yes,POS,"?346,234",1/24/2024
4/27/2024,April,2024,5477,Solar Panel 300W,Site Inspection,5,"?154,398",Lagos,Stella,Yes,Online Gateway,"?771,990",4/28/2024
12/15/2024,December,2024,1608,Accessories,Product Purchase,9,"?43,986",Enugu,Tunde,No,POS,"?395,874",
6/3/2024,June,2024,7286,Battery 200Ah,Product Purchase,7,"?250,588",Port Harcourt,Stella,No,Online Gateway,"?1,754,116",
9/2/2024,September,2024,1061,Solar Panel 500W,Site Inspection,4,"?287,581",Port Harcourt,John,No,Online Gateway,"?1,150,324",
11/27/2024,November,2024,2154,Solar Panel 500W,Installation,5,"?120,264",Enugu,Grace,No,Online Gateway,"?601,320",
9/3/2024,September,2024,4716,Accessories,Product Purchase,8,"?240,290",Abuja,Michael,Yes,Cash,"?1,922,320",9/10/2024
1/29/2024,January,2024,6242,Solar Panel 300W,Site Inspection,5,"?421,372",Ibadan,Grace,Yes,Cash,"?2,106,860",1/31/2024
6/9/2024,June,2024,6559,Battery 200Ah,Repair,6,"?304,921",Enugu,Michael,No,Cash,"?1,829,526",
8/22/2024,August,2024,6022,Solar Panel 300W,Site Inspection,6,"?40,310",Lagos,Tunde,No,Online Gateway,"?241,860",
7/8/2024,July,2024,7485,Accessories,Maintenance,8,"?394,930",Lagos,Michael,No,Cash,"?3,159,440",
4/26/2024,April,2024,2442,Solar Panel 500W,Repair,5,"?428,071",Ibadan,Michael,No,POS,"?2,140,355",
9/27/2024,September,2024,2653,Inverter 3.5kVA,Installation,1,"?182,105",Lagos,Ada,Yes,Online Gateway,"?182,105",10/6/2024
9/14/2024,September,2024,3502,Inverter 3.5kVA,Installation,4,"?382,961",Lagos,Stella,No,POS,"?1,531,844",
6/28/2024,June,2024,4269,Charge Controller,Site Inspection,3,"?207,527",Abuja,Stella,Yes,Cash,"?622,581",7/2/2024
6/20/2024,June,2024,1281,Inverter 3.5kVA,Site Inspection,2,"?198,368",Lagos,Ada,No,POS,"?396,736",
9/30/2024,September,2024,4403,Accessories,Product Purchase,7,"?382,539",Port Harcourt,Tunde,No,Cash,"?2,677,773",
9/15/2024,September,2024,2235,Accessories,Product Purchase,7,"?356,619",Port Harcourt,John,Yes,POS,"?2,496,333",9/19/2024
5/14/2024,May,2024,5760,Accessories,Maintenance,8,"?442,208",Kano,Tunde,Yes,Transfer,"?3,537,664",5/15/2024
6/19/2024,June,2024,7940,Battery 200Ah,Product Purchase,5,"?186,652",Abuja,John,No,POS,"?933,260",
7/28/2024,July,2024,1785,Charge Controller,Site Inspection,1,"?442,171",Abuja,John,Yes,Online Gateway,"?442,171",8/9/2024
8/23/2024,August,2024,4194,Battery 200Ah,Site Inspection,6,"?391,838",Port Harcourt,Ada,No,Cash,"?2,351,028",
7/4/2024,July,2024,5789,Inverter 3.5kVA,Product Purchase,6,"?246,484",Abuja,Tunde,Yes,Online Gateway,"?1,478,904",7/5/2024
12/29/2024,December,2024,4775,Inverter 3.5kVA,Maintenance,8,"?233,012",Abuja,Stella,Yes,Transfer,"?1,864,096",1/6/2025
4/4/2024,April,2024,6350,Solar Panel 500W,Site Inspection,2,"?435,324",Kano,Grace,Yes,Transfer,"?870,648",4/6/2024
1/11/2024,January,2024,1533,Battery 200Ah,Maintenance,9,"?306,447",Ibadan,Tunde,Yes,Online Gateway,"?2,758,023",1/15/2024
3/8/2024,March,2024,9593,Solar Panel 300W,Site Inspection,6,"?338,010",Enugu,Tunde,Yes,Cash,"?2,028,060",3/16/2024
7/28/2024,July,2024,4663,Solar Panel 500W,Maintenance,1,"?335,925",Lagos,Grace,Yes,Cash,"?335,925",8/11/2024
7/14/2024,July,2024,1129,Battery 200Ah,Maintenance,9,"?196,159",Kano,John,Yes,POS,"?1,765,431",7/21/2024
4/7/2024,April,2024,3959,Accessories,Maintenance,8,"?169,654",Ibadan,John,Yes,POS,"?1,357,232",4/11/2024
4/2/2024,April,2024,2858,Charge Controller,Product Purchase,1,"?367,815",Lagos,Stella,No,Transfer,"?367,815",
1/22/2024,January,2024,4649,Battery 200Ah,Installation,8,"?191,218",Port Harcourt,Grace,No,Online Gateway,"?1,529,744",
6/20/2024,June,2024,4097,Charge Controller,Maintenance,7,"?315,549",Ibadan,Grace,No,POS,"?2,208,843",
5/13/2024,May,2024,4512,Charge Controller,Maintenance,5,"?302,165",Lagos,Stella,No,POS,"?1,510,825",
1/25/2024,January,2024,5860,Inverter 3.5kVA,Site Inspection,6,"?278,452",Kano,Grace,Yes,POS,"?1,670,712",2/5/2024
7/3/2024,July,2024,9833,Solar Panel 300W,Installation,4,"?376,864",Lagos,John,Yes,Transfer,"?1,507,456",7/11/2024
3/25/2024,March,2024,1723,Battery 200Ah,Site Inspection,9,"?134,733",Abuja,Tunde,No,POS,"?1,212,597",
2/24/2024,February,2024,1737,Solar Panel 300W,Site Inspection,9,"?33,289",Enugu,John,Yes,POS,"?299,601",3/9/2024
9/7/2024,September,2024,2299,Charge Controller,Maintenance,1,"?255,778",Lagos,Michael,No,Cash,"?255,778",
5/23/2024,May,2024,4480,Inverter 3.5kVA,Repair,9,"?277,118",Port Harcourt,Michael,No,Transfer,"?2,494,062",
12/16/2024,December,2024,1339,Solar Panel 300W,Installation,3,"?72,673",Kano,John,No,Cash,"?218,019",
6/15/2024,June,2024,1152,Solar Panel 500W,Site Inspection,2,"?284,926",Ibadan,Stella,No,Transfer,"?569,852",
8/11/2024,August,2024,6684,Charge Controller,Repair,4,"?119,406",Lagos,John,Yes,Cash,"?477,624",8/20/2024
8/7/2024,August,2024,4051,Solar Panel 500W,Repair,4,"?264,157",Kano,Tunde,Yes,Cash,"?1,056,628",8/20/2024
6/27/2024,June,2024,1426,Accessories,Site Inspection,9,"?35,062",Port Harcourt,Michael,No,Cash,"?315,558",
4/28/2024,April,2024,8146,Solar Panel 300W,Maintenance,4,"?434,345",Enugu,Ada,Yes,Cash,"?1,737,380",4/29/2024
9/21/2024,September,2024,9125,Solar Panel 300W,Product Purchase,5,"?175,788",Ibadan,Stella,Yes,POS,"?878,940",9/29/2024
5/29/2024,May,2024,7347,Solar Panel 300W,Site Inspection,6,"?378,450",Lagos,Ada,Yes,Online Gateway,"?2,270,700",6/10/2024
8/2/2024,August,2024,3372,Accessories,Maintenance,4,"?267,382",Port Harcourt,Stella,No,POS,"?1,069,528",
7/15/2024,July,2024,9126,Battery 200Ah,Installation,1,"?125,025",Abuja,Ada,No,POS,"?125,025",
2/11/2024,February,2024,1949,Charge Controller,Maintenance,2,"?378,013",Kano,Ada,Yes,Cash,"?756,026",2/16/2024
2/22/2024,February,2024,8695,Charge Controller,Repair,3,"?148,655",Kano,Grace,Yes,Transfer,"?445,965",3/6/2024
11/25/2024,November,2024,2373,Charge Controller,Installation,4,"?58,232",Lagos,John,Yes,Transfer,"?232,928",11/30/2024
9/7/2024,September,2024,8082,Battery 200Ah,Installation,5,"?127,411",Port Harcourt,Stella,No,Online Gateway,"?637,055",
10/21/2024,October,2024,3482,Solar Panel 300W,Product Purchase,3,"?37,235",Ibadan,Grace,No,Cash,"?111,705",
9/27/2024,September,2024,8593,Solar Panel 300W,Product Purchase,1,"?169,953",Ibadan,Michael,No,Cash,"?169,953",
5/2/2024,May,2024,1370,Accessories,Site Inspection,8,"?131,502",Ibadan,Ada,Yes,Online Gateway,"?1,052,016",5/11/2024
12/4/2024,December,2024,8837,Solar Panel 500W,Maintenance,8,"?346,598",Ibadan,John,Yes,POS,"?2,772,784",12/6/2024
9/22/2024,September,2024,3296,Battery 200Ah,Site Inspection,4,"?28,869",Lagos,Tunde,No,Cash,"?115,476",
12/13/2024,December,2024,8034,Inverter 3.5kVA,Product Purchase,7,"?152,583",Lagos,Stella,No,Online Gateway,"?1,068,081",
1/29/2024,January,2024,7324,Battery 200Ah,Repair,4,"?160,188",Kano,Stella,No,POS,"?640,752",
2/4/2024,February,2024,8142,Accessories,Product Purchase,3,"?50,981",Port Harcourt,Michael,No,POS,"?152,943",
1/6/2024,January,2024,8028,Solar Panel 500W,Maintenance,7,"?215,495",Abuja,Ada,No,Cash,"?1,508,465",
4/20/2024,April,2024,7479,Solar Panel 500W,Repair,6,"?71,909",Lagos,John,Yes,Transfer,"?431,454",4/23/2024
10/20/2024,October,2024,5145,Solar Panel 500W,Site Inspection,1,"?212,830",Ibadan,Ada,No,Online Gateway,"?212,830",
3/17/2024,March,2024,5021,Solar Panel 300W,Site Inspection,9,"?388,758",Abuja,John,Yes,Transfer,"?3,498,822",3/29/2024
12/14/2024,December,2024,3364,Inverter 3.5kVA,Product Purchase,2,"?217,354",Kano,Michael,No,Online Gateway,"?434,708",
5/26/2024,May,2024,6230,Solar Panel 500W,Product Purchase,3,"?99,433",Ibadan,Ada,Yes,Cash,"?298,299",5/30/2024
3/7/2024,March,2024,6970,Charge Controller,Site Inspection,5,"?142,547",Enugu,Tunde,No,POS,"?712,735",
1/8/2024,January,2024,9954,Solar Panel 300W,Site Inspection,3,"?429,452",Port Harcourt,Michael,No,POS,"?1,288,356",
5/1/2024,May,2024,8300,Inverter 3.5kVA,Installation,3,"?126,182",Abuja,Michael,Yes,Transfer,"?378,546",5/10/2024
12/5/2024,December,2024,7755,Charge Controller,Maintenance,8,"?265,736",Kano,Stella,No,POS,"?2,125,888",
6/23/2024,June,2024,2004,Inverter 3.5kVA,Installation,4,"?422,648",Lagos,John,No,Transfer,"?1,690,592",
6/27/2024,June,2024,8057,Accessories,Installation,2,"?74,895",Port Harcourt,Grace,No,Cash,"?149,790",
3/25/2024,March,2024,4755,Inverter 3.5kVA,Site Inspection,5,"?43,014",Ibadan,Ada,No,Online Gateway,"?215,070",
2/14/2024,February,2024,3846,Charge Controller,Maintenance,2,"?85,519",Abuja,John,No,Cash,"?171,038",
5/15/2024,May,2024,7262,Battery 200Ah,Site Inspection,8,"?221,997",Kano,Michael,No,POS,"?1,775,976",
12/8/2024,December,2024,9541,Inverter 3.5kVA,Installation,3,"?363,202",Abuja,Ada,Yes,Cash,"?1,089,606",12/10/2024
1/16/2024,January,2024,3964,Battery 200Ah,Installation,2,"?32,704",Port Harcourt,Tunde,No,Cash,"?65,408",
11/28/2024,November,2024,9878,Inverter 3.5kVA,Site Inspection,3,"?60,968",Lagos,John,No,POS,"?182,904",
7/13/2024,July,2024,5637,Accessories,Product Purchase,3,"?164,822",Lagos,John,Yes,POS,"?494,466",7/22/2024
1/9/2024,January,2024,3755,Charge Controller,Product Purchase,1,"?265,073",Enugu,Tunde,Yes,Transfer,"?265,073",1/21/2024
11/11/2024,November,2024,4624,Inverter 3.5kVA,Site Inspection,3,"?103,209",Port Harcourt,Grace,Yes,Online Gateway,"?309,627",11/12/2024
